Name,200% Ult. Date in JP,200% Ultimate,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Ultimate Priority,Weakness to hit
José,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2033.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2051.png",Available in GL,16-Jan-25,22-Jun-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,31-Jan-24,Orsterra,160,,170,,200,,27-Jul-22,,,Yes,1690,,Fame,28-Oct-20,G,8,ホセ,Cleric,Cragspear,Chance Encounters,150,,174,,195,,160,,,"Light, Staff"
Pearl,6-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2034.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2062.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,14-Mar-24,Orsterra,160,,180,,210,,27-Jul-22,,,Yes,1670,,Power,28-Oct-20,H,7.5,パール,Cleric,Clearbrook,Chance Encounters,140,,154,,205,,170,,,"Fire, Staff"
Telly,5-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Staff_Staves%2035.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2038.png",Available in GL,16-Jan-25,6-Jul-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,4-Jan-24,Orsterra,160,,175,,205,,27-Jul-22,,,Yes,1680,,Wealth,28-Oct-20,H,7.5,テリー,Cleric,Emberglow,Chance Encounters,145,,159,,210,,160,,,"Ice, Staff"
Guti,5-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2032.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2050.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️,Available in GL,,15-Aug-24,Orsterra,205,,140,,155,,27-Jul-22,,,Yes,1810,,Fame,28-Oct-20,H,7.5,グティ,Hunter,Emberglow,Chance Encounters,164,,145,,195,,175,,,"Bow, Wind"
Vivian,21-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2033.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2052.png",Available in GL,16-Jan-25,6-Jul-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,11-Apr-24,Orsterra,205,,150,,165,,27-Jul-22,,,Yes,1790,,Power,28-Oct-20,H,7.5,ビビアン,Hunter,Valore,Chance Encounters,154,,125,,215,,175,,,"Bow, Light"
Sunny,16-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Bow%2034.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2050.png",Available in GL,16-Jan-25,20-Jul-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,22-Nov-23,Orsterra,205,,145,,160,,27-Jul-22,,,Yes,1800,,Wealth,28-Oct-20,H,7,サニー,Hunter,Valore,Chance Encounters,169,,130,,200,,175,,,"Bow, Dark"
Jorge,21-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2038.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2063.png",Available in GL,16-Jan-25,17-Aug-23,⭐️⭐️⭐️,Available in GL,,1-Aug-24,Orsterra,130,,155,,125,,27-Jul-22,,,Yes,1890,,Fame,28-Oct-20,H,7,ホルヘ,Apothecary,Sunshade,Chance Encounters,175,,205,,203,,160,,,"Axe, Fire"
Penny,19-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2039.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2044.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,14-Feb-24,Orsterra,130,,160,,140,,27-Jul-22,,,Yes,1860,,Wealth,28-Oct-20,H,7.5,ペニー,Apothecary,Clearbrook,Chance Encounters,170,,200,,208,,160,,,"Axe, Lightning"
Saria,30-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Axe%2040.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2039.png",Available in GL,16-Jan-25,4-Aug-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,7-Dec-23,Orsterra,140,,165,,135,,27-Jul-22,,,Yes,1850,,Power,28-Oct-20,H,7,サーリア,Apothecary,Sheperd's Rock,Chance Encounters,165,,195,,213,,160,,,"Axe, Ice"
Diego,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2035.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Fire%2064.png",Available in GL,16-Jan-25,4-Aug-23,⭐️⭐️⭐️,Available in GL,,9-May-24,Orsterra,175,,140,,140,,27-Jul-22,,,Yes,1750,,Fame,28-Oct-20,H,7.5,ディエゴ,Thief,Theatropolis,Chance Encounters,180,,175,,175,,204,,,"Dagger, Fire"
Felline,6-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2036.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2045.png",Available in GL,16-Jan-25,17-Aug-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,28-Mar-24,Orsterra,170,,147,,155,,27-Jul-22,,,Yes,1717,,Power,28-Oct-20,G,8,フェリーネ,Thief,Emberglow,Chance Encounters,165,,151,,185,,202,,,"Dagger, Lightning"
Billy,16-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dagger%2037.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2053.png",Available in GL,16-Jan-25,20-Jul-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,26-Oct-23,Orsterra,185,,145,,145,,27-Jul-22,,,Yes,1740,,Wealth,28-Oct-20,B,9.6,ビリー,Thief,Cragspear,Chance Encounters,175,,160,,180,,204,,,"Dagger, Light"
Conny,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2037.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Lightning_Thunder%2046.png",Available in GL,16-Jan-25,22-Jun-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,12-Oct-23,Orsterra,145,,163,,160,,27-Jul-22,,,Yes,1960,,Wealth,28-Oct-20,G,8,コニー,Merchant,Rippletide,Chance Encounters,172,,174,,180,,140,,,"Lightning, Polearm"
Juan,16-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2038.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2051.png",Available in GL,16-Jan-25,31-Aug-23,⭐️⭐️⭐️,Available in GL,,23-May-24,Orsterra,145,,155,,155,,27-Jul-22,,,Yes,1970,,Fame,28-Oct-20,H,7.5,フアン,Merchant,Sheperd's Rock,Chance Encounters,180,,189,,175,,130,,,"Dark, Polearm"
Carroll,5-Dec-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Spear_Polearm%2039.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Wind%2051.png",Available in GL,16-Jan-25,17-Aug-23,⭐️⭐️⭐️,Available in GL,,6-Jun-24,Orsterra,145,,165,,175,,27-Jul-22,,,Yes,1950,,Power,28-Oct-20,H,7.5,キャロル,Merchant,Rippletide,Chance Encounters,170,,169,,185,,130,,,"Polearm, Wind"
Yugo,30-Jan-25,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2051.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Ice%2040.png",Available in GL,16-Jan-25,20-Jul-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,29-Feb-24,Orsterra,175,,125,,140,,27-Jul-22,,,Yes,1870,,Fame,28-Oct-20,H,7.5,ウーゴ,Warrior,Clearbrook,Chance Encounters,209,,190,,155,,160,,,"Ice, Sword"
Menny,21-Nov-24,Available in JP,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2052.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Light%2054.png",Available in GL,16-Jan-25,6-Jul-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,18-Jan-24,Orsterra,175,,130,,145,,27-Jul-22,,,Yes,1860,,Wealth,28-Oct-20,G,8,メニー,Warrior,Sheperd's Rock,Chance Encounters,204,,175,,160,,170,,,"Light, Sword"
Nanna,,Unavailable,"Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Sword%2053.png, Character%20List%202dd50eb0e188493fbecee1f55b8691c2/Dark%2052.png",Available in GL,16-Jan-25,22-Jun-23,⭐️⭐️⭐️,Available in GL,16-Jan-25,12-Oct-23,Orsterra,175,,135,,160,,27-Jul-22,,,Yes,1850,,Power,28-Oct-20,G,8,ナンナ,Warrior,Sunshade,Chance Encounters,199,,170,,165,,160,,,"Dark, Sword"
